Star,Constellation,Rightascension,Declination,App.,mag.,Distance (ly),Spectral type,Brown dwarf	 Mass(MJ),Radius(RJ),Orbital,period(d),Semimajor,axis,(AU),Ecc.,Discovery year
sirius


